Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Loyal (gdnp),High_Spender,Positive_Review
2048,58,Male,Accessories,82,M,Summer,3,Store Pickup,No,32,Cash,Annually,No,High spender,Negative Review
2049,69,Male,Footwear,64,XL,Winter,3,Express,No,35,Bank Transfer,Quarterly,No,High spender,Negative Review
2050,68,Male,Footwear,36,L,Fall,2,Standard,No,15,Venmo,Annually,No,Low spender,Negative Review
2051,35,Male,Other,96,M,Summer,3,Store Pickup,No,10,Debit Card,Annually,No,High spender,Negative Review
2052,69,Male,Clothing,36,L,Spring,3,Free Shipping,No,14,Credit Card,Monthly,No,Low spender,Negative Review
2053,69,Male,Accessories,48,M,Winter,3,2-Day Shipping,No,30,Bank Transfer,Annually,No,Low spender,Negative Review
2054,19,Male,Accessories,60,S,Spring,4,2-Day Shipping,No,16,Credit Card,Fortnightly,Yes,High spender,Positive Review
2055,65,Male,Clothing,56,XL,Spring,3,Express,No,14,PayPal,Annually,No,High spender,Negative Review
2056,69,Unknown_Gender,Accessories,33,M,Fall,3,2-Day Shipping,No,28,Bank Transfer,Weekly,Yes,Low spender,Negative Review
2057,55,Male,Accessories,46,L,Spring,4,2-Day Shipping,No,29,PayPal,Monthly,No,Low spender,Positive Review
2058,66,Male,Clothing,37,L,Spring,4,Standard,No,5,PayPal,Every 3 Months,No,Low spender,Positive Review
2059,29,Male,Clothing,98,M,Winter,3,Store Pickup,No,17,Bank Transfer,Quarterly,No,High spender,Negative Review
2060,69,Male,Clothing,50,XL,Spring,3,Express,No,50,PayPal,Weekly,Yes,Low spender,Negative Review
2061,21,Male,Accessories,36,M,Fall,3,Next Day Air,No,23,Bank Transfer,Quarterly,No,Low spender,Negative Review
2062,69,Male,Clothing,70,S,Summer,2,Store Pickup,No,22,Debit Card,Annually,No,High spender,Negative Review
2063,54,Male,Outerwear,63,L,Fall,2,Standard,No,15,Cash,Quarterly,No,High spender,Negative Review
2064,61,Male,Clothing,86,M,Fall,2,Standard,No,32,Cash,Monthly,No,High spender,Negative Review
2065,31,Male,Footwear,99,M,Summer,4,2-Day Shipping,No,5,Bank Transfer,Unknown_Frequency,Yes,High spender,Positive Review
2066,27,Male,Footwear,40,M,Spring,2,Free Shipping,No,6,Bank Transfer,Bi-Weekly,No,Low spender,Negative Review
2067,64,Male,Footwear,92,M,Fall,4,Store Pickup,No,44,Debit Card,Fortnightly,Yes,High spender,Positive Review
2068,60,Unknown_Gender,Other,21,XL,Fall,3,2-Day Shipping,No,23,Cash,Fortnightly,Yes,Low spender,Negative Review
2069,70,Male,Other,36,XL,Summer,3,Store Pickup,No,44,Venmo,Monthly,No,Low spender,Negative Review
2070,36,Male,Clothing,82,M,Fall,3,Free Shipping,No,3,Debit Card,Quarterly,No,High spender,Negative Review
2071,56,Male,Accessories,88,XL,Spring,3,Express,No,14,Cash,Monthly,No,High spender,Negative Review
2072,69,Unknown_Gender,Outerwear,100,S,Fall,4,Store Pickup,No,37,PayPal,Quarterly,No,High spender,Positive Review
2073,39,Male,Accessories,66,M,Winter,3,Next Day Air,No,22,Bank Transfer,Weekly,Yes,High spender,Negative Review
2074,38,Male,Accessories,25,S,Winter,3,Next Day Air,No,2,PayPal,Unknown_Frequency,Yes,Low spender,Negative Review
2075,36,Male,Accessories,36,M,Summer,3,Free Shipping,No,44,Debit Card,Unknown_Frequency,Yes,Low spender,Negative Review
2076,46,Unknown_Gender,Clothing,28,S,Fall,3,Express,No,49,Debit Card,Monthly,No,Low spender,Negative Review
2077,59,Male,Accessories,23,S,Fall,4,Free Shipping,No,22,Debit Card,Unknown_Frequency,Yes,Low spender,Positive Review
2078,64,Male,Other,34,L,Fall,3,Free Shipping,No,26,Bank Transfer,Annually,No,Low spender,Negative Review
2079,69,Male,Clothing,36,M,Spring,3,Next Day Air,No,40,Debit Card,Weekly,Yes,Low spender,Negative Review
2080,32,Male,Clothing,24,L,Summer,3,Next Day Air,No,16,PayPal,Quarterly,No,Low spender,Negative Review
2081,29,Male,Accessories,47,S,Fall,3,Free Shipping,No,17,Debit Card,Bi-Weekly,No,Low spender,Negative Review
2082,24,Male,Outerwear,78,S,Spring,3,Standard,No,48,Bank Transfer,Bi-Weekly,No,High spender,Negative Review
2083,41,Male,Other,89,M,Summer,2,Free Shipping,No,28,Venmo,Every 3 Months,No,High spender,Negative Review
2084,41,Male,Accessories,59,L,Fall,2,Store Pickup,No,26,Credit Card,Fortnightly,Yes,High spender,Negative Review
2085,32,Male,Clothing,94,S,Summer,3,Standard,No,43,Bank Transfer,Unknown_Frequency,Yes,High spender,Negative Review
2086,69,Male,Clothing,49,M,Fall,3,Free Shipping,No,38,Debit Card,Weekly,Yes,Low spender,Negative Review
2087,65,Male,Clothing,89,L,Summer,4,2-Day Shipping,No,36,Cash,Every 3 Months,No,High spender,Positive Review
2088,54,Male,Other,91,M,Summer,4,Standard,No,1,Credit Card,Weekly,Yes,High spender,Positive Review
2089,39,Unknown_Gender,Footwear,89,L,Spring,4,Standard,No,49,Debit Card,Unknown_Frequency,Yes,High spender,Positive Review
2090,69,Male,Outerwear,36,L,Spring,3,Free Shipping,No,41,Credit Card,Every 3 Months,No,Low spender,Negative Review
2091,69,Male,Other,71,S,Winter,3,Free Shipping,No,21,Debit Card,Monthly,No,High spender,Negative Review
2092,26,Male,Clothing,97,XL,Fall,3,Next Day Air,No,24,Bank Transfer,Unknown_Frequency,Yes,High spender,Negative Review
2093,42,Male,Footwear,45,M,Fall,3,Next Day Air,No,27,Bank Transfer,Weekly,Yes,Low spender,Negative Review
2094,21,Male,Clothing,91,M,Spring,4,Store Pickup,No,4,Debit Card,Annually,No,High spender,Positive Review
2095,53,Male,Clothing,25,M,Spring,3,Standard,No,19,Venmo,Annually,No,Low spender,Negative Review
2096,69,Male,Clothing,36,M,Fall,3,Store Pickup,No,1,Bank Transfer,Unknown_Frequency,Yes,Low spender,Negative Review
2097,21,Male,Clothing,52,L,Summer,4,Free Shipping,No,27,Debit Card,Annually,No,Low spender,Positive Review
2098,33,Male,Footwear,43,S,Winter,3,Next Day Air,No,5,Credit Card,Weekly,Yes,Low spender,Negative Review
2099,49,Male,Clothing,28,M,Summer,3,2-Day Shipping,No,20,Venmo,Unknown_Frequency,Yes,Low spender,Negative Review
2100,31,Male,Clothing,78,L,Summer,2,Express,No,50,PayPal,Annually,No,High spender,Negative Review
2101,68,Male,Clothing,31,M,Spring,4,Free Shipping,No,36,Cash,Fortnightly,Yes,Low spender,Positive Review
2102,49,Male,Clothing,23,M,Winter,3,Next Day Air,No,12,Bank Transfer,Bi-Weekly,No,Low spender,Negative Review
2103,23,Male,Accessories,25,M,Spring,4,Store Pickup,No,23,Cash,Monthly,No,Low spender,Positive Review
2104,30,Male,Clothing,36,S,Summer,3,Store Pickup,No,21,Venmo,Weekly,Yes,Low spender,Negative Review
2105,53,Male,Footwear,88,M,Spring,2,Free Shipping,No,47,Venmo,Unknown_Frequency,Yes,High spender,Negative Review
2106,65,Male,Accessories,35,M,Spring,4,Free Shipping,No,38,Venmo,Bi-Weekly,No,Low spender,Positive Review
2107,69,Male,Other,34,M,Fall,3,Standard,No,40,Credit Card,Every 3 Months,No,Low spender,Negative Review
2108,46,Male,Clothing,75,M,Winter,3,Standard,No,35,PayPal,Quarterly,No,High spender,Negative Review
2109,54,Male,Clothing,36,XL,Winter,3,Express,No,4,Credit Card,Quarterly,No,Low spender,Negative Review
2110,59,Unknown_Gender,Accessories,31,L,Fall,2,Free Shipping,No,28,Venmo,Every 3 Months,No,Low spender,Negative Review
2111,69,Unknown_Gender,Clothing,36,L,Spring,3,Store Pickup,No,36,Debit Card,Every 3 Months,No,Low spender,Negative Review
2112,41,Male,Accessories,36,XL,Spring,2,Free Shipping,No,15,Bank Transfer,Annually,No,Low spender,Negative Review
2113,43,Male,Other,68,M,Fall,4,2-Day Shipping,No,7,Cash,Fortnightly,Yes,High spender,Positive Review
2114,63,Male,Clothing,40,M,Spring,2,Store Pickup,No,29,PayPal,Unknown_Frequency,Yes,Low spender,Negative Review
2115,69,Male,Other,51,M,Winter,2,Standard,No,12,Debit Card,Annually,No,Low spender,Negative Review
2116,44,Male,Accessories,85,M,Winter,3,Store Pickup,No,16,Bank Transfer,Bi-Weekly,No,High spender,Negative Review
2117,67,Male,Outerwear,23,M,Summer,3,Express,No,50,Debit Card,Bi-Weekly,No,Low spender,Negative Review
2118,27,Male,Clothing,28,L,Summer,3,Free Shipping,No,11,Debit Card,Annually,No,Low spender,Negative Review
2119,60,Male,Other,44,M,Fall,3,2-Day Shipping,No,28,Debit Card,Quarterly,No,Low spender,Negative Review
2120,58,Male,Accessories,57,M,Spring,3,Store Pickup,No,36,Venmo,Unknown_Frequency,Yes,High spender,Negative Review
2121,53,Male,Accessories,98,S,Fall,3,Next Day Air,No,38,PayPal,Quarterly,No,High spender,Negative Review
2122,43,Male,Accessories,68,M,Winter,3,2-Day Shipping,No,32,Bank Transfer,Unknown_Frequency,Yes,High spender,Negative Review
2123,32,Male,Outerwear,36,L,Fall,4,Express,No,42,Debit Card,Weekly,Yes,Low spender,Positive Review
2124,54,Male,Outerwear,71,L,Spring,3,Express,No,22,Debit Card,Bi-Weekly,No,High spender,Negative Review
2125,69,Male,Clothing,60,M,Fall,4,Next Day Air,No,22,Venmo,Quarterly,No,High spender,Positive Review
2126,57,Male,Outerwear,87,M,Fall,4,Store Pickup,No,31,PayPal,Quarterly,No,High spender,Positive Review
2127,63,Male,Footwear,38,XL,Winter,4,Express,No,28,Credit Card,Monthly,No,Low spender,Positive Review
2128,70,Male,Footwear,45,M,Spring,4,2-Day Shipping,No,40,Debit Card,Weekly,Yes,Low spender,Positive Review
2129,69,Male,Outerwear,47,L,Fall,2,2-Day Shipping,No,21,PayPal,Weekly,Yes,Low spender,Negative Review
2130,40,Male,Clothing,36,L,Fall,2,Store Pickup,No,12,PayPal,Every 3 Months,No,Low spender,Negative Review
2131,25,Male,Accessories,36,L,Summer,3,Free Shipping,No,33,Credit Card,Annually,No,Low spender,Negative Review
2132,19,Male,Clothing,52,M,Fall,3,Express,No,9,Bank Transfer,Fortnightly,Yes,Low spender,Negative Review
2133,25,Male,Clothing,87,M,Fall,4,2-Day Shipping,No,15,Debit Card,Weekly,Yes,High spender,Positive Review
2134,21,Male,Other,34,M,Summer,3,Standard,No,13,Bank Transfer,Annually,No,Low spender,Negative Review
2135,55,Male,Footwear,41,XL,Winter,3,Standard,No,35,Credit Card,Fortnightly,Yes,Low spender,Negative Review
2136,34,Male,Accessories,36,S,Winter,4,Next Day Air,No,1,Debit Card,Every 3 Months,No,Low spender,Positive Review
2137,69,Male,Accessories,93,M,Summer,3,Standard,No,25,Bank Transfer,Fortnightly,Yes,High spender,Negative Review
2138,27,Male,Clothing,36,XL,Winter,4,2-Day Shipping,No,20,Credit Card,Every 3 Months,No,Low spender,Positive Review
2139,67,Male,Clothing,42,M,Fall,2,Next Day Air,No,36,Venmo,Unknown_Frequency,Yes,Low spender,Negative Review
2140,40,Male,Footwear,36,M,Winter,3,Free Shipping,No,33,Cash,Unknown_Frequency,Yes,Low spender,Negative Review
2141,69,Male,Accessories,90,M,Fall,3,Standard,No,36,Cash,Fortnightly,Yes,High spender,Negative Review
2142,24,Male,Clothing,98,M,Winter,4,2-Day Shipping,No,32,PayPal,Annually,No,High spender,Positive Review
2143,47,Male,Accessories,39,M,Winter,3,Next Day Air,No,21,Venmo,Quarterly,No,Low spender,Negative Review
2144,69,Male,Footwear,66,L,Fall,3,Next Day Air,No,48,Venmo,Bi-Weekly,No,High spender,Negative Review
2145,47,Unknown_Gender,Footwear,36,L,Winter,3,Free Shipping,No,25,PayPal,Quarterly,No,Low spender,Negative Review
2146,38,Male,Clothing,73,S,Winter,4,Standard,No,32,PayPal,Unknown_Frequency,Yes,High spender,Positive Review
2147,48,Male,Accessories,23,XL,Summer,4,Standard,No,45,PayPal,Every 3 Months,No,Low spender,Positive Review
2148,47,Male,Clothing,43,S,Fall,4,Standard,No,4,Cash,Fortnightly,Yes,Low spender,Positive Review
2149,19,Male,Clothing,45,XL,Winter,4,2-Day Shipping,No,19,PayPal,Unknown_Frequency,Yes,Low spender,Positive Review
2150,38,Male,Footwear,21,L,Winter,4,Standard,No,1,Bank Transfer,Weekly,Yes,Low spender,Positive Review
2151,57,Male,Clothing,36,M,Spring,3,2-Day Shipping,No,12,Cash,Weekly,Yes,Low spender,Negative Review
2152,70,Unknown_Gender,Clothing,36,L,Fall,3,2-Day Shipping,No,18,Venmo,Monthly,No,Low spender,Negative Review
2153,69,Male,Clothing,36,L,Summer,4,Next Day Air,No,43,Bank Transfer,Unknown_Frequency,Yes,Low spender,Positive Review
2154,35,Male,Clothing,94,M,Fall,4,Free Shipping,No,31,PayPal,Annually,No,High spender,Positive Review
2155,46,Male,Accessories,74,M,Spring,3,Store Pickup,No,33,Cash,Every 3 Months,No,High spender,Negative Review
2156,32,Male,Accessories,51,L,Fall,3,Store Pickup,No,46,PayPal,Monthly,No,Low spender,Negative Review
2157,69,Unknown_Gender,Clothing,83,M,Winter,3,Next Day Air,No,41,Debit Card,Bi-Weekly,No,High spender,Negative Review
2158,41,Male,Accessories,68,L,Winter,4,Next Day Air,No,41,Venmo,Fortnightly,Yes,High spender,Positive Review
2159,19,Male,Accessories,36,XL,Spring,4,Standard,No,9,Bank Transfer,Fortnightly,Yes,Low spender,Positive Review
2160,18,Unknown_Gender,Other,58,M,Fall,3,Free Shipping,No,34,Cash,Annually,No,High spender,Negative Review
2161,45,Male,Clothing,92,L,Winter,3,Express,No,21,PayPal,Annually,No,High spender,Negative Review
2162,23,Male,Clothing,69,S,Summer,3,Express,No,5,Debit Card,Fortnightly,Yes,High spender,Negative Review
2163,60,Male,Other,48,S,Summer,2,Free Shipping,No,32,PayPal,Weekly,Yes,Low spender,Negative Review
2164,52,Male,Footwear,60,L,Spring,4,Express,No,44,Bank Transfer,Monthly,No,High spender,Positive Review
2165,42,Male,Footwear,20,S,Winter,3,Next Day Air,No,46,PayPal,Bi-Weekly,No,Low spender,Negative Review
2166,29,Male,Clothing,55,M,Summer,4,Express,No,42,Credit Card,Every 3 Months,No,Low spender,Positive Review
2167,31,Male,Outerwear,88,S,Spring,3,Express,No,50,Credit Card,Bi-Weekly,No,High spender,Negative Review
2168,30,Male,Clothing,48,L,Winter,4,Standard,No,33,Venmo,Fortnightly,Yes,Low spender,Positive Review
2169,23,Male,Accessories,36,M,Spring,4,Next Day Air,No,32,Cash,Quarterly,No,Low spender,Positive Review
2170,31,Male,Outerwear,42,M,Fall,3,Next Day Air,No,32,Bank Transfer,Bi-Weekly,No,Low spender,Negative Review
2171,40,Male,Clothing,32,M,Fall,4,Next Day Air,No,37,Venmo,Every 3 Months,No,Low spender,Positive Review
2172,39,Male,Clothing,36,M,Summer,4,Store Pickup,No,9,Cash,Fortnightly,Yes,Low spender,Positive Review
2173,28,Male,Other,89,S,Fall,2,Store Pickup,No,6,PayPal,Fortnightly,Yes,High spender,Negative Review
2174,23,Male,Accessories,97,S,Summer,5,2-Day Shipping,No,36,Venmo,Quarterly,No,High spender,Positive Review
2175,69,Male,Accessories,49,S,Spring,2,Store Pickup,No,1,Cash,Annually,No,Low spender,Negative Review
2176,68,Male,Clothing,50,M,Spring,3,Free Shipping,No,48,Credit Card,Fortnightly,Yes,Low spender,Negative Review
2177,24,Male,Accessories,91,S,Winter,3,2-Day Shipping,No,44,Debit Card,Quarterly,No,High spender,Negative Review
2178,24,Male,Accessories,93,XL,Winter,3,Express,No,9,PayPal,Bi-Weekly,No,High spender,Negative Review
2179,21,Male,Accessories,98,M,Summer,4,Standard,No,32,Venmo,Annually,No,High spender,Positive Review
2180,69,Male,Clothing,82,L,Fall,2,Next Day Air,No,14,PayPal,Monthly,No,High spender,Negative Review
2181,41,Male,Outerwear,37,M,Summer,4,Store Pickup,No,43,Cash,Quarterly,No,Low spender,Positive Review
2182,69,Male,Accessories,63,M,Fall,3,Free Shipping,No,32,Bank Transfer,Bi-Weekly,No,High spender,Negative Review
2183,42,Unknown_Gender,Clothing,99,M,Winter,2,Store Pickup,No,26,Venmo,Bi-Weekly,No,High spender,Negative Review
2184,30,Male,Clothing,36,M,Spring,4,Store Pickup,No,2,Cash,Monthly,No,Low spender,Positive Review
2185,69,Unknown_Gender,Footwear,34,S,Spring,3,Free Shipping,No,16,PayPal,Unknown_Frequency,Yes,Low spender,Negative Review
2186,40,Male,Clothing,32,M,Winter,2,Express,No,50,Debit Card,Unknown_Frequency,Yes,Low spender,Negative Review
2187,55,Male,Footwear,23,XL,Winter,3,Next Day Air,No,6,PayPal,Every 3 Months,No,Low spender,Negative Review
2188,37,Male,Clothing,78,M,Spring,4,Free Shipping,No,20,PayPal,Unknown_Frequency,Yes,High spender,Positive Review
2189,41,Male,Other,54,M,Winter,4,Next Day Air,No,9,Credit Card,Unknown_Frequency,Yes,Low spender,Positive Review
2190,38,Male,Clothing,94,XL,Fall,4,Express,No,47,Credit Card,Bi-Weekly,No,High spender,Positive Review
2191,42,Male,Other,36,S,Spring,4,Express,No,33,Credit Card,Annually,No,Low spender,Positive Review
2192,26,Male,Clothing,69,S,Summer,3,Next Day Air,No,46,Cash,Unknown_Frequency,Yes,High spender,Negative Review
2193,41,Male,Accessories,35,L,Winter,3,Next Day Air,No,9,Credit Card,Monthly,No,Low spender,Negative Review
2194,27,Male,Clothing,36,L,Spring,5,Express,No,8,PayPal,Unknown_Frequency,Yes,Low spender,Positive Review
2195,69,Male,Clothing,29,M,Summer,3,Standard,No,48,Bank Transfer,Quarterly,No,Low spender,Negative Review
2196,58,Male,Clothing,36,M,Fall,3,Next Day Air,No,2,Cash,Monthly,No,Low spender,Negative Review
2197,25,Male,Clothing,58,M,Spring,4,Next Day Air,No,31,PayPal,Weekly,Yes,High spender,Positive Review
2198,33,Male,Footwear,88,M,Summer,3,2-Day Shipping,No,40,Venmo,Monthly,No,High spender,Negative Review
2199,57,Male,Accessories,80,L,Summer,3,Free Shipping,No,35,Venmo,Monthly,No,High spender,Negative Review
2200,69,Male,Accessories,47,M,Summer,3,Store Pickup,No,40,Debit Card,Monthly,No,Low spender,Negative Review
2201,60,Unknown_Gender,Other,36,L,Summer,4,Next Day Air,No,27,Debit Card,Every 3 Months,No,Low spender,Positive Review
2202,39,Male,Other,36,L,Spring,4,2-Day Shipping,No,10,Venmo,Annually,No,Low spender,Positive Review
2203,42,Male,Clothing,36,M,Summer,3,Next Day Air,No,23,Credit Card,Weekly,Yes,Low spender,Negative Review
2204,69,Unknown_Gender,Clothing,79,M,Winter,3,Free Shipping,No,32,Cash,Quarterly,No,High spender,Negative Review
2205,20,Male,Clothing,36,S,Winter,3,2-Day Shipping,No,6,Debit Card,Monthly,No,Low spender,Negative Review
2206,69,Male,Other,68,XL,Fall,3,Express,No,27,PayPal,Weekly,Yes,High spender,Negative Review
2207,69,Male,Footwear,51,L,Spring,2,Store Pickup,No,25,Bank Transfer,Fortnightly,Yes,Low spender,Negative Review
2208,69,Male,Accessories,38,M,Fall,2,Next Day Air,No,11,Credit Card,Annually,No,Low spender,Negative Review
2209,28,Unknown_Gender,Accessories,46,XL,Summer,2,2-Day Shipping,No,23,PayPal,Monthly,No,Low spender,Negative Review
2210,69,Male,Other,20,XL,Summer,4,2-Day Shipping,No,44,Bank Transfer,Quarterly,No,Low spender,Positive Review
2211,30,Male,Accessories,36,M,Summer,3,Store Pickup,No,35,PayPal,Fortnightly,Yes,Low spender,Negative Review
2212,50,Male,Clothing,89,L,Winter,3,Free Shipping,No,45,Debit Card,Unknown_Frequency,Yes,High spender,Negative Review
2213,59,Male,Clothing,36,M,Winter,3,Next Day Air,No,22,Bank Transfer,Unknown_Frequency,Yes,Low spender,Negative Review
2214,69,Male,Other,94,M,Fall,2,Express,No,18,Debit Card,Quarterly,No,High spender,Negative Review
2215,50,Male,Accessories,36,L,Fall,4,Standard,No,20,Debit Card,Weekly,Yes,Low spender,Positive Review
2216,25,Unknown_Gender,Footwear,96,M,Winter,3,Express,No,28,Credit Card,Fortnightly,Yes,High spender,Negative Review
2217,41,Male,Other,36,XL,Winter,4,Store Pickup,No,15,Venmo,Bi-Weekly,No,Low spender,Positive Review
2218,35,Unknown_Gender,Accessories,27,XL,Fall,2,Store Pickup,No,42,Bank Transfer,Fortnightly,Yes,Low spender,Negative Review
2219,67,Unknown_Gender,Accessories,67,M,Winter,3,Store Pickup,No,20,Debit Card,Quarterly,No,High spender,Negative Review
2220,33,Male,Clothing,36,S,Fall,2,Store Pickup,No,16,Bank Transfer,Fortnightly,Yes,Low spender,Negative Review
2221,69,Unknown_Gender,Accessories,62,XL,Fall,4,Store Pickup,No,47,Cash,Annually,No,High spender,Positive Review
2222,25,Unknown_Gender,Clothing,88,XL,Fall,3,Free Shipping,No,34,Credit Card,Annually,No,High spender,Negative Review
2223,32,Male,Clothing,66,M,Summer,4,Store Pickup,No,30,Credit Card,Weekly,Yes,High spender,Positive Review
2224,30,Unknown_Gender,Footwear,36,M,Fall,4,Next Day Air,No,5,PayPal,Quarterly,No,Low spender,Positive Review
2225,69,Male,Accessories,25,L,Winter,4,Standard,No,38,Cash,Quarterly,No,Low spender,Positive Review
2226,38,Male,Accessories,36,S,Spring,4,Free Shipping,No,18,Credit Card,Annually,No,Low spender,Positive Review
2227,22,Male,Clothing,36,L,Spring,4,Store Pickup,No,28,Cash,Annually,No,Low spender,Positive Review
2228,40,Male,Accessories,74,S,Summer,4,Next Day Air,No,42,Credit Card,Fortnightly,Yes,High spender,Positive Review
2229,54,Male,Accessories,50,M,Fall,3,Free Shipping,No,5,Credit Card,Weekly,Yes,Low spender,Negative Review
2230,70,Male,Clothing,36,M,Fall,3,Express,No,50,Venmo,Monthly,No,Low spender,Negative Review
2231,69,Male,Footwear,36,S,Spring,3,Express,No,33,Venmo,Fortnightly,Yes,Low spender,Negative Review
2232,34,Male,Outerwear,49,M,Fall,4,Store Pickup,No,1,Credit Card,Unknown_Frequency,Yes,Low spender,Positive Review
2233,65,Male,Footwear,64,L,Spring,4,Store Pickup,No,14,Cash,Fortnightly,Yes,High spender,Positive Review
2234,38,Male,Clothing,31,XL,Summer,3,Express,No,48,Credit Card,Monthly,No,Low spender,Negative Review
2235,35,Male,Footwear,66,S,Winter,4,Express,No,26,Cash,Weekly,Yes,High spender,Positive Review
2236,40,Male,Clothing,82,M,Spring,3,2-Day Shipping,No,44,Credit Card,Annually,No,High spender,Negative Review
2237,23,Male,Clothing,88,M,Winter,2,Standard,No,18,Debit Card,Fortnightly,Yes,High spender,Negative Review
2238,69,Male,Footwear,34,S,Summer,3,Next Day Air,No,31,Venmo,Every 3 Months,No,Low spender,Negative Review
2239,69,Male,Other,84,L,Winter,3,Standard,No,18,Debit Card,Weekly,Yes,High spender,Negative Review
2240,69,Male,Accessories,96,L,Summer,3,2-Day Shipping,No,41,Credit Card,Every 3 Months,No,High spender,Negative Review
2241,57,Male,Footwear,71,L,Winter,4,Next Day Air,No,18,Debit Card,Every 3 Months,No,High spender,Positive Review
2242,18,Male,Outerwear,36,M,Summer,3,Free Shipping,No,3,Bank Transfer,Bi-Weekly,No,Low spender,Negative Review
2243,18,Male,Clothing,66,M,Spring,3,Next Day Air,No,5,Credit Card,Bi-Weekly,No,High spender,Negative Review
2244,69,Male,Clothing,21,M,Winter,3,2-Day Shipping,No,13,Debit Card,Annually,No,Low spender,Negative Review
2245,35,Male,Clothing,37,M,Summer,4,2-Day Shipping,No,22,PayPal,Annually,No,Low spender,Positive Review
2246,69,Male,Clothing,90,L,Fall,4,Free Shipping,No,45,PayPal,Fortnightly,Yes,High spender,Positive Review
2247,49,Unknown_Gender,Outerwear,96,M,Fall,4,Store Pickup,No,39,PayPal,Every 3 Months,No,High spender,Positive Review
2248,34,Male,Accessories,36,L,Summer,4,Next Day Air,No,18,Venmo,Annually,No,Low spender,Positive Review
2249,69,Male,Clothing,66,M,Winter,3,Free Shipping,No,19,PayPal,Unknown_Frequency,Yes,High spender,Negative Review
2250,42,Unknown_Gender,Accessories,45,XL,Spring,4,Next Day Air,No,29,Debit Card,Weekly,Yes,Low spender,Positive Review
2251,41,Male,Footwear,89,L,Summer,4,Store Pickup,No,19,Credit Card,Weekly,Yes,High spender,Positive Review
2252,26,Male,Footwear,94,L,Fall,3,Free Shipping,No,22,Debit Card,Monthly,No,High spender,Negative Review
2253,69,Male,Footwear,96,S,Summer,3,Express,No,21,Bank Transfer,Annually,No,High spender,Negative Review
2254,62,Male,Clothing,31,M,Spring,2,Store Pickup,No,22,PayPal,Monthly,No,Low spender,Negative Review
2255,24,Male,Accessories,79,M,Winter,4,Store Pickup,No,44,PayPal,Every 3 Months,No,High spender,Positive Review
2256,48,Male,Outerwear,39,L,Spring,4,Store Pickup,No,42,Bank Transfer,Quarterly,No,Low spender,Positive Review
2257,31,Male,Clothing,22,M,Fall,3,Standard,No,33,Credit Card,Quarterly,No,Low spender,Negative Review
2258,41,Male,Clothing,32,L,Fall,4,Standard,No,6,Bank Transfer,Annually,No,Low spender,Positive Review
2259,24,Male,Clothing,71,L,Winter,3,Store Pickup,No,44,Credit Card,Every 3 Months,No,High spender,Negative Review
2260,60,Male,Clothing,96,XL,Spring,3,Free Shipping,No,24,Cash,Annually,No,High spender,Negative Review
2261,38,Male,Accessories,82,M,Fall,4,Express,No,16,PayPal,Quarterly,No,High spender,Positive Review
2262,58,Male,Accessories,76,L,Spring,4,Standard,No,12,Bank Transfer,Fortnightly,Yes,High spender,Positive Review
2263,69,Male,Accessories,22,M,Winter,3,2-Day Shipping,No,50,PayPal,Monthly,No,Low spender,Negative Review
2264,44,Male,Accessories,40,XL,Winter,3,Store Pickup,No,42,Cash,Quarterly,No,Low spender,Negative Review
2265,51,Male,Accessories,36,M,Summer,3,2-Day Shipping,No,50,PayPal,Monthly,No,Low spender,Negative Review
2266,36,Male,Outerwear,94,XL,Fall,3,Store Pickup,No,10,PayPal,Quarterly,No,High spender,Negative Review
2267,20,Male,Clothing,44,M,Fall,4,Store Pickup,No,32,Debit Card,Weekly,Yes,Low spender,Positive Review
2268,32,Male,Accessories,49,S,Spring,3,Express,No,37,Venmo,Weekly,Yes,Low spender,Negative Review
2269,66,Male,Clothing,26,L,Spring,3,2-Day Shipping,No,15,Bank Transfer,Monthly,No,Low spender,Negative Review
2270,49,Male,Clothing,38,M,Fall,4,Store Pickup,No,27,Credit Card,Annually,No,Low spender,Positive Review
2271,69,Male,Clothing,72,L,Spring,3,Express,No,7,Venmo,Weekly,Yes,High spender,Negative Review
2272,29,Male,Clothing,99,M,Summer,3,Free Shipping,No,49,PayPal,Quarterly,No,High spender,Negative Review
2273,29,Male,Outerwear,38,L,Spring,4,Standard,No,44,PayPal,Monthly,No,Low spender,Positive Review
2274,69,Male,Outerwear,36,L,Winter,3,Express,No,13,PayPal,Bi-Weekly,No,Low spender,Negative Review
2275,57,Unknown_Gender,Clothing,27,L,Spring,4,Next Day Air,No,38,PayPal,Fortnightly,Yes,Low spender,Positive Review
2276,29,Male,Clothing,36,M,Winter,4,Standard,No,10,Debit Card,Unknown_Frequency,Yes,Low spender,Positive Review
2277,31,Male,Clothing,36,L,Summer,3,2-Day Shipping,No,25,Debit Card,Weekly,Yes,Low spender,Negative Review
2278,25,Male,Accessories,56,M,Summer,4,Next Day Air,No,18,Credit Card,Quarterly,No,High spender,Positive Review
2279,61,Unknown_Gender,Accessories,25,M,Fall,3,Store Pickup,No,6,Cash,Every 3 Months,No,Low spender,Negative Review
2280,69,Unknown_Gender,Footwear,67,L,Spring,3,Free Shipping,No,35,Bank Transfer,Quarterly,No,High spender,Negative Review
